,datasetId,startTime,endTime,value
1434,244,2018-03-01T18:00:00.000Z,2018-03-01T19:00:00.000Z,99.93999
1435,244,2018-03-01T19:00:00.000Z,2018-03-01T20:00:00.000Z,59.46999
1436,244,2018-03-01T20:00:00.000Z,2018-03-01T21:00:00.000Z,51.14999
1437,244,2018-03-01T21:00:00.000Z,2018-03-01T22:00:00.000Z,41.99
1438,244,2018-03-01T22:00:00.000Z,2018-03-01T23:00:00.000Z,39.09
1439,244,2018-03-01T23:00:00.000Z,2018-03-02T00:00:00.000Z,40.00999
1440,244,2018-03-02T00:00:00.000Z,2018-03-02T01:00:00.000Z,41.40999
1441,244,2018-03-02T01:00:00.000Z,2018-03-02T02:00:00.000Z,41.40999
1442,244,2018-03-02T02:00:00.000Z,2018-03-02T03:00:00.000Z,41.40999
1443,244,2018-03-02T03:00:00.000Z,2018-03-02T04:00:00.000Z,41.40999
1444,244,2018-03-02T04:00:00.000Z,2018-03-02T05:00:00.000Z,135.0
1445,244,2018-03-02T05:00:00.000Z,2018-03-02T06:00:00.000Z,150.09
1446,244,2018-03-02T06:00:00.000Z,2018-03-02T07:00:00.000Z,149.97
1447,244,2018-03-02T07:00:00.000Z,2018-03-02T08:00:00.000Z,119.06
1448,244,2018-03-02T08:00:00.000Z,2018-03-02T09:00:00.000Z,119.47
1449,244,2018-03-02T09:00:00.000Z,2018-03-02T10:00:00.000Z,100.02
1450,244,2018-03-02T10:00:00.000Z,2018-03-02T11:00:00.000Z,80.0
1451,244,2018-03-02T11:00:00.000Z,2018-03-02T12:00:00.000Z,60.57999
1452,244,2018-03-02T12:00:00.000Z,2018-03-02T13:00:00.000Z,59.5
1453,244,2018-03-02T13:00:00.000Z,2018-03-02T14:00:00.000Z,59.40999
1454,244,2018-03-02T14:00:00.000Z,2018-03-02T15:00:00.000Z,54.59
1455,244,2018-03-02T15:00:00.000Z,2018-03-02T16:00:00.000Z,59.45
1456,244,2018-03-02T16:00:00.000Z,2018-03-02T17:00:00.000Z,61.00999
1457,244,2018-03-02T17:00:00.000Z,2018-03-02T18:00:00.000Z,91.31999
1458,244,2018-03-02T18:00:00.000Z,2018-03-02T19:00:00.000Z,64.5
1459,244,2018-03-02T19:00:00.000Z,2018-03-02T20:00:00.000Z,47.95
1460,244,2018-03-02T20:00:00.000Z,2018-03-02T21:00:00.000Z,43.75999
1461,244,2018-03-02T21:00:00.000Z,2018-03-02T22:00:00.000Z,41.68999
1462,244,2018-03-02T22:00:00.000Z,2018-03-02T23:00:00.000Z,39.75999
1463,244,2018-03-02T23:00:00.000Z,2018-03-03T00:00:00.000Z,41.81
1464,244,2018-03-03T00:00:00.000Z,2018-03-03T01:00:00.000Z,40.21999
1465,244,2018-03-03T01:00:00.000Z,2018-03-03T02:00:00.000Z,39.06
1466,244,2018-03-03T02:00:00.000Z,2018-03-03T03:00:00.000Z,39.53999
1467,244,2018-03-03T03:00:00.000Z,2018-03-03T04:00:00.000Z,39.77
1468,244,2018-03-03T04:00:00.000Z,2018-03-03T05:00:00.000Z,40.82999
1469,244,2018-03-03T05:00:00.000Z,2018-03-03T06:00:00.000Z,42.47999
1470,244,2018-03-03T06:00:00.000Z,2018-03-03T07:00:00.000Z,42.90999
1471,244,2018-03-03T07:00:00.000Z,2018-03-03T08:00:00.000Z,56.79999
1472,244,2018-03-03T08:00:00.000Z,2018-03-03T09:00:00.000Z,90.0
1473,244,2018-03-03T09:00:00.000Z,2018-03-03T10:00:00.000Z,90.0
1474,244,2018-03-03T10:00:00.000Z,2018-03-03T11:00:00.000Z,48.6
1475,244,2018-03-03T11:00:00.000Z,2018-03-03T12:00:00.000Z,44.78999
1476,244,2018-03-03T12:00:00.000Z,2018-03-03T13:00:00.000Z,41.60999
1477,244,2018-03-03T13:00:00.000Z,2018-03-03T14:00:00.000Z,40.88
1478,244,2018-03-03T14:00:00.000Z,2018-03-03T15:00:00.000Z,40.40999
1479,244,2018-03-03T15:00:00.000Z,2018-03-03T16:00:00.000Z,40.96999
1480,244,2018-03-03T16:00:00.000Z,2018-03-03T17:00:00.000Z,50.11999
1481,244,2018-03-03T17:00:00.000Z,2018-03-03T18:00:00.000Z,59.7
1482,244,2018-03-03T18:00:00.000Z,2018-03-03T19:00:00.000Z,45.10999
1483,244,2018-03-03T19:00:00.000Z,2018-03-03T20:00:00.000Z,41.0
1484,244,2018-03-03T20:00:00.000Z,2018-03-03T21:00:00.000Z,40.2
1485,244,2018-03-03T21:00:00.000Z,2018-03-03T22:00:00.000Z,39.06
1486,244,2018-03-03T22:00:00.000Z,2018-03-03T23:00:00.000Z,38.47999
1487,244,2018-03-03T23:00:00.000Z,2018-03-04T00:00:00.000Z,40.36999
1488,244,2018-03-04T00:00:00.000Z,2018-03-04T01:00:00.000Z,40.02
1489,244,2018-03-04T01:00:00.000Z,2018-03-04T02:00:00.000Z,39.68
1490,244,2018-03-04T02:00:00.000Z,2018-03-04T03:00:00.000Z,39.56
1491,244,2018-03-04T03:00:00.000Z,2018-03-04T04:00:00.000Z,39.47999
1492,244,2018-03-04T04:00:00.000Z,2018-03-04T05:00:00.000Z,39.50999
1493,244,2018-03-04T05:00:00.000Z,2018-03-04T06:00:00.000Z,39.89
1494,244,2018-03-04T06:00:00.000Z,2018-03-04T07:00:00.000Z,40.0
1495,244,2018-03-04T07:00:00.000Z,2018-03-04T08:00:00.000Z,41.57999
1496,244,2018-03-04T08:00:00.000Z,2018-03-04T09:00:00.000Z,41.64999
1497,244,2018-03-04T09:00:00.000Z,2018-03-04T10:00:00.000Z,42.96999
1498,244,2018-03-04T10:00:00.000Z,2018-03-04T11:00:00.000Z,42.68
1499,244,2018-03-04T11:00:00.000Z,2018-03-04T12:00:00.000Z,41.71
1500,244,2018-03-04T12:00:00.000Z,2018-03-04T13:00:00.000Z,40.77
1501,244,2018-03-04T13:00:00.000Z,2018-03-04T14:00:00.000Z,40.21999
1502,244,2018-03-04T14:00:00.000Z,2018-03-04T15:00:00.000Z,39.5
1503,244,2018-03-04T15:00:00.000Z,2018-03-04T16:00:00.000Z,40.04999
1504,244,2018-03-04T16:00:00.000Z,2018-03-04T17:00:00.000Z,44.35999
1505,244,2018-03-04T17:00:00.000Z,2018-03-04T18:00:00.000Z,47.68
1506,244,2018-03-04T18:00:00.000Z,2018-03-04T19:00:00.000Z,45.34
1507,244,2018-03-04T19:00:00.000Z,2018-03-04T20:00:00.000Z,40.96
1508,244,2018-03-04T20:00:00.000Z,2018-03-04T21:00:00.000Z,39.64999
1509,244,2018-03-04T21:00:00.000Z,2018-03-04T22:00:00.000Z,38.7
1510,244,2018-03-04T22:00:00.000Z,2018-03-04T23:00:00.000Z,38.25
1511,244,2018-03-04T23:00:00.000Z,2018-03-05T00:00:00.000Z,37.89999
1512,244,2018-03-05T00:00:00.000Z,2018-03-05T01:00:00.000Z,37.43
1513,244,2018-03-05T01:00:00.000Z,2018-03-05T02:00:00.000Z,37.46999
1514,244,2018-03-05T02:00:00.000Z,2018-03-05T03:00:00.000Z,37.79999
1515,244,2018-03-05T03:00:00.000Z,2018-03-05T04:00:00.000Z,38.14999
1516,244,2018-03-05T04:00:00.000Z,2018-03-05T05:00:00.000Z,115.0
1517,244,2018-03-05T05:00:00.000Z,2018-03-05T06:00:00.000Z,60.00999
1518,244,2018-03-05T06:00:00.000Z,2018-03-05T07:00:00.000Z,84.87
1519,244,2018-03-05T07:00:00.000Z,2018-03-05T08:00:00.000Z,64.06
1520,244,2018-03-05T08:00:00.000Z,2018-03-05T09:00:00.000Z,65.51999
1521,244,2018-03-05T09:00:00.000Z,2018-03-05T10:00:00.000Z,63.34
1522,244,2018-03-05T10:00:00.000Z,2018-03-05T11:00:00.000Z,56.96999
1523,244,2018-03-05T11:00:00.000Z,2018-03-05T12:00:00.000Z,55.88
1524,244,2018-03-05T12:00:00.000Z,2018-03-05T13:00:00.000Z,51.07999
1525,244,2018-03-05T13:00:00.000Z,2018-03-05T14:00:00.000Z,53.43
1526,244,2018-03-05T14:00:00.000Z,2018-03-05T15:00:00.000Z,53.78
1527,244,2018-03-05T15:00:00.000Z,2018-03-05T16:00:00.000Z,54.15999
1528,244,2018-03-05T16:00:00.000Z,2018-03-05T17:00:00.000Z,69.67
1529,244,2018-03-05T17:00:00.000Z,2018-03-05T18:00:00.000Z,83.15999
1530,244,2018-03-05T18:00:00.000Z,2018-03-05T19:00:00.000Z,81.60999
1531,244,2018-03-05T19:00:00.000Z,2018-03-05T20:00:00.000Z,59.59
1532,244,2018-03-05T20:00:00.000Z,2018-03-05T21:00:00.000Z,49.79999
1533,244,2018-03-05T21:00:00.000Z,2018-03-05T22:00:00.000Z,43.68999
1534,244,2018-03-05T22:00:00.000Z,2018-03-05T23:00:00.000Z,40.39999
1535,244,2018-03-05T23:00:00.000Z,2018-03-06T00:00:00.000Z,42.59
1536,244,2018-03-06T00:00:00.000Z,2018-03-06T01:00:00.000Z,41.54999
1537,244,2018-03-06T01:00:00.000Z,2018-03-06T02:00:00.000Z,41.54999
1538,244,2018-03-06T02:00:00.000Z,2018-03-06T03:00:00.000Z,39.1
1539,244,2018-03-06T03:00:00.000Z,2018-03-06T04:00:00.000Z,37.42
1540,244,2018-03-06T04:00:00.000Z,2018-03-06T05:00:00.000Z,43.28999
1541,244,2018-03-06T05:00:00.000Z,2018-03-06T06:00:00.000Z,51.28
1542,244,2018-03-06T06:00:00.000Z,2018-03-06T07:00:00.000Z,58.7
1543,244,2018-03-06T07:00:00.000Z,2018-03-06T08:00:00.000Z,65.45
1544,244,2018-03-06T08:00:00.000Z,2018-03-06T09:00:00.000Z,65.01999
1545,244,2018-03-06T09:00:00.000Z,2018-03-06T10:00:00.000Z,63.28
1546,244,2018-03-06T10:00:00.000Z,2018-03-06T11:00:00.000Z,55.27
1547,244,2018-03-06T11:00:00.000Z,2018-03-06T12:00:00.000Z,75.98
1548,244,2018-03-06T12:00:00.000Z,2018-03-06T13:00:00.000Z,75.98
1549,244,2018-03-06T13:00:00.000Z,2018-03-06T14:00:00.000Z,66.48999
1550,244,2018-03-06T14:00:00.000Z,2018-03-06T15:00:00.000Z,53.71999
1551,244,2018-03-06T15:00:00.000Z,2018-03-06T16:00:00.000Z,49.2
1552,244,2018-03-06T16:00:00.000Z,2018-03-06T17:00:00.000Z,53.99
1553,244,2018-03-06T17:00:00.000Z,2018-03-06T18:00:00.000Z,59.24
1554,244,2018-03-06T18:00:00.000Z,2018-03-06T19:00:00.000Z,60.43999
1555,244,2018-03-06T19:00:00.000Z,2018-03-06T20:00:00.000Z,54.02
1556,244,2018-03-06T20:00:00.000Z,2018-03-06T21:00:00.000Z,45.0
1557,244,2018-03-06T21:00:00.000Z,2018-03-06T22:00:00.000Z,41.03999
1558,244,2018-03-06T22:00:00.000Z,2018-03-06T23:00:00.000Z,39.6
1559,244,2018-03-06T23:00:00.000Z,2018-03-07T00:00:00.000Z,38.13
1560,244,2018-03-07T00:00:00.000Z,2018-03-07T01:00:00.000Z,37.65999
1561,244,2018-03-07T01:00:00.000Z,2018-03-07T02:00:00.000Z,37.1
1562,244,2018-03-07T02:00:00.000Z,2018-03-07T03:00:00.000Z,36.90999
1563,244,2018-03-07T03:00:00.000Z,2018-03-07T04:00:00.000Z,37.53999
1564,244,2018-03-07T04:00:00.000Z,2018-03-07T05:00:00.000Z,39.88
1565,244,2018-03-07T05:00:00.000Z,2018-03-07T06:00:00.000Z,45.2
1566,244,2018-03-07T06:00:00.000Z,2018-03-07T07:00:00.000Z,54.50999
1567,244,2018-03-07T07:00:00.000Z,2018-03-07T08:00:00.000Z,61.7
1568,244,2018-03-07T08:00:00.000Z,2018-03-07T09:00:00.000Z,61.28999
1569,244,2018-03-07T09:00:00.000Z,2018-03-07T10:00:00.000Z,61.28999
1570,244,2018-03-07T10:00:00.000Z,2018-03-07T11:00:00.000Z,61.28999
1571,244,2018-03-07T11:00:00.000Z,2018-03-07T12:00:00.000Z,55.27
1572,244,2018-03-07T12:00:00.000Z,2018-03-07T13:00:00.000Z,47.82
1573,244,2018-03-07T13:00:00.000Z,2018-03-07T14:00:00.000Z,51.93999
1574,244,2018-03-07T14:00:00.000Z,2018-03-07T15:00:00.000Z,55.57999
1575,244,2018-03-07T15:00:00.000Z,2018-03-07T16:00:00.000Z,55.06
1576,244,2018-03-07T16:00:00.000Z,2018-03-07T17:00:00.000Z,53.7
1577,244,2018-03-07T17:00:00.000Z,2018-03-07T18:00:00.000Z,61.89999
1578,244,2018-03-07T18:00:00.000Z,2018-03-07T19:00:00.000Z,65.95999
1579,244,2018-03-07T19:00:00.000Z,2018-03-07T20:00:00.000Z,51.93999
1580,244,2018-03-07T20:00:00.000Z,2018-03-07T21:00:00.000Z,42.25999
1581,244,2018-03-07T21:00:00.000Z,2018-03-07T22:00:00.000Z,39.78999
1582,244,2018-03-07T22:00:00.000Z,2018-03-07T23:00:00.000Z,37.28999
1583,244,2018-03-07T23:00:00.000Z,2018-03-08T00:00:00.000Z,40.0
1584,244,2018-03-08T00:00:00.000Z,2018-03-08T01:00:00.000Z,39.0
1585,244,2018-03-08T01:00:00.000Z,2018-03-08T02:00:00.000Z,39.0
1586,244,2018-03-08T02:00:00.000Z,2018-03-08T03:00:00.000Z,37.39999
1587,244,2018-03-08T03:00:00.000Z,2018-03-08T04:00:00.000Z,36.09
1588,244,2018-03-08T04:00:00.000Z,2018-03-08T05:00:00.000Z,36.96999
1589,244,2018-03-08T05:00:00.000Z,2018-03-08T06:00:00.000Z,40.53999
1590,244,2018-03-08T06:00:00.000Z,2018-03-08T07:00:00.000Z,46.2
1591,244,2018-03-08T07:00:00.000Z,2018-03-08T08:00:00.000Z,46.96
1592,244,2018-03-08T08:00:00.000Z,2018-03-08T09:00:00.000Z,44.90999
1593,244,2018-03-08T09:00:00.000Z,2018-03-08T10:00:00.000Z,43.38
1594,244,2018-03-08T10:00:00.000Z,2018-03-08T11:00:00.000Z,43.38
1595,244,2018-03-08T11:00:00.000Z,2018-03-08T12:00:00.000Z,46.47999
1596,244,2018-03-08T12:00:00.000Z,2018-03-08T13:00:00.000Z,46.47999
1597,244,2018-03-08T13:00:00.000Z,2018-03-08T14:00:00.000Z,44.0
1598,244,2018-03-08T14:00:00.000Z,2018-03-08T15:00:00.000Z,39.74
1599,244,2018-03-08T15:00:00.000Z,2018-03-08T16:00:00.000Z,40.50999
1600,244,2018-03-08T16:00:00.000Z,2018-03-08T17:00:00.000Z,42.99
1601,244,2018-03-08T17:00:00.000Z,2018-03-08T18:00:00.000Z,47.65999
1602,244,2018-03-08T18:00:00.000Z,2018-03-08T19:00:00.000Z,44.21
1603,244,2018-03-08T19:00:00.000Z,2018-03-08T20:00:00.000Z,38.79999
1604,244,2018-03-08T20:00:00.000Z,2018-03-08T21:00:00.000Z,37.72999
1605,244,2018-03-08T21:00:00.000Z,2018-03-08T22:00:00.000Z,36.52
1606,244,2018-03-08T22:00:00.000Z,2018-03-08T23:00:00.000Z,35.57
1607,244,2018-03-08T23:00:00.000Z,2018-03-09T00:00:00.000Z,35.77
1608,244,2018-03-09T00:00:00.000Z,2018-03-09T01:00:00.000Z,37.25
1609,244,2018-03-09T01:00:00.000Z,2018-03-09T02:00:00.000Z,37.14
1610,244,2018-03-09T02:00:00.000Z,2018-03-09T03:00:00.000Z,36.82999
1611,244,2018-03-09T03:00:00.000Z,2018-03-09T04:00:00.000Z,35.54999
1612,244,2018-03-09T04:00:00.000Z,2018-03-09T05:00:00.000Z,36.39999
1613,244,2018-03-09T05:00:00.000Z,2018-03-09T06:00:00.000Z,38.14
1614,244,2018-03-09T06:00:00.000Z,2018-03-09T07:00:00.000Z,41.97999
1615,244,2018-03-09T07:00:00.000Z,2018-03-09T08:00:00.000Z,43.93
1616,244,2018-03-09T08:00:00.000Z,2018-03-09T09:00:00.000Z,42.7
1617,244,2018-03-09T09:00:00.000Z,2018-03-09T10:00:00.000Z,42.21
1618,244,2018-03-09T10:00:00.000Z,2018-03-09T11:00:00.000Z,39.93999
1619,244,2018-03-09T11:00:00.000Z,2018-03-09T12:00:00.000Z,39.11999
1620,244,2018-03-09T12:00:00.000Z,2018-03-09T13:00:00.000Z,40.14999
1621,244,2018-03-09T13:00:00.000Z,2018-03-09T14:00:00.000Z,40.38
1622,244,2018-03-09T14:00:00.000Z,2018-03-09T15:00:00.000Z,44.27
1623,244,2018-03-09T15:00:00.000Z,2018-03-09T16:00:00.000Z,44.27
1624,244,2018-03-09T16:00:00.000Z,2018-03-09T17:00:00.000Z,50.0
1625,244,2018-03-09T17:00:00.000Z,2018-03-09T18:00:00.000Z,56.61999
1626,244,2018-03-09T18:00:00.000Z,2018-03-09T19:00:00.000Z,53.0
1627,244,2018-03-09T19:00:00.000Z,2018-03-09T20:00:00.000Z,46.32999
1628,244,2018-03-09T20:00:00.000Z,2018-03-09T21:00:00.000Z,44.78
1629,244,2018-03-09T21:00:00.000Z,2018-03-09T22:00:00.000Z,42.0
1630,244,2018-03-09T22:00:00.000Z,2018-03-09T23:00:00.000Z,41.18
1631,244,2018-03-09T23:00:00.000Z,2018-03-10T00:00:00.000Z,41.0
1632,244,2018-03-10T00:00:00.000Z,2018-03-10T01:00:00.000Z,36.84
1633,244,2018-03-10T01:00:00.000Z,2018-03-10T02:00:00.000Z,36.43999
1634,244,2018-03-10T02:00:00.000Z,2018-03-10T03:00:00.000Z,36.03999
1635,244,2018-03-10T03:00:00.000Z,2018-03-10T04:00:00.000Z,36.27
1636,244,2018-03-10T04:00:00.000Z,2018-03-10T05:00:00.000Z,37.5
1637,244,2018-03-10T05:00:00.000Z,2018-03-10T06:00:00.000Z,37.38
1638,244,2018-03-10T06:00:00.000Z,2018-03-10T07:00:00.000Z,38.06
1639,244,2018-03-10T07:00:00.000Z,2018-03-10T08:00:00.000Z,37.68999
1640,244,2018-03-10T08:00:00.000Z,2018-03-10T09:00:00.000Z,38.02
1641,244,2018-03-10T09:00:00.000Z,2018-03-10T10:00:00.000Z,37.78999
1642,244,2018-03-10T10:00:00.000Z,2018-03-10T11:00:00.000Z,37.52
1643,244,2018-03-10T11:00:00.000Z,2018-03-10T12:00:00.000Z,37.03
1644,244,2018-03-10T12:00:00.000Z,2018-03-10T13:00:00.000Z,39.61999
1645,244,2018-03-10T13:00:00.000Z,2018-03-10T14:00:00.000Z,39.61999
1646,244,2018-03-10T14:00:00.000Z,2018-03-10T15:00:00.000Z,39.61999
1647,244,2018-03-10T15:00:00.000Z,2018-03-10T16:00:00.000Z,39.61999
1648,244,2018-03-10T16:00:00.000Z,2018-03-10T17:00:00.000Z,38.67
1649,244,2018-03-10T17:00:00.000Z,2018-03-10T18:00:00.000Z,41.29999
1650,244,2018-03-10T18:00:00.000Z,2018-03-10T19:00:00.000Z,42.0
1651,244,2018-03-10T19:00:00.000Z,2018-03-10T20:00:00.000Z,39.39999
1652,244,2018-03-10T20:00:00.000Z,2018-03-10T21:00:00.000Z,36.71
1653,244,2018-03-10T21:00:00.000Z,2018-03-10T22:00:00.000Z,36.38
1654,244,2018-03-10T22:00:00.000Z,2018-03-10T23:00:00.000Z,36.06
1655,244,2018-03-10T23:00:00.000Z,2018-03-11T00:00:00.000Z,36.38
1656,244,2018-03-11T00:00:00.000Z,2018-03-11T01:00:00.000Z,36.35
1657,244,2018-03-11T01:00:00.000Z,2018-03-11T02:00:00.000Z,36.35999
1658,244,2018-03-11T02:00:00.000Z,2018-03-11T03:00:00.000Z,36.35
1659,244,2018-03-11T03:00:00.000Z,2018-03-11T04:00:00.000Z,36.29999
1660,244,2018-03-11T04:00:00.000Z,2018-03-11T05:00:00.000Z,36.02
1661,244,2018-03-11T05:00:00.000Z,2018-03-11T06:00:00.000Z,36.32999
1662,244,2018-03-11T06:00:00.000Z,2018-03-11T07:00:00.000Z,36.13
1663,244,2018-03-11T07:00:00.000Z,2018-03-11T08:00:00.000Z,36.34
1664,244,2018-03-11T08:00:00.000Z,2018-03-11T09:00:00.000Z,36.81
1665,244,2018-03-11T09:00:00.000Z,2018-03-11T10:00:00.000Z,36.85999
1666,244,2018-03-11T10:00:00.000Z,2018-03-11T11:00:00.000Z,38.6
1667,244,2018-03-11T11:00:00.000Z,2018-03-11T12:00:00.000Z,38.6
1668,244,2018-03-11T12:00:00.000Z,2018-03-11T13:00:00.000Z,39.64
1669,244,2018-03-11T13:00:00.000Z,2018-03-11T14:00:00.000Z,39.64
1670,244,2018-03-11T14:00:00.000Z,2018-03-11T15:00:00.000Z,38.6
1671,244,2018-03-11T15:00:00.000Z,2018-03-11T16:00:00.000Z,38.53
1672,244,2018-03-11T16:00:00.000Z,2018-03-11T17:00:00.000Z,38.5
1673,244,2018-03-11T17:00:00.000Z,2018-03-11T18:00:00.000Z,41.72999
1674,244,2018-03-11T18:00:00.000Z,2018-03-11T19:00:00.000Z,41.72999
1675,244,2018-03-11T19:00:00.000Z,2018-03-11T20:00:00.000Z,38.40999
1676,244,2018-03-11T20:00:00.000Z,2018-03-11T21:00:00.000Z,37.5
1677,244,2018-03-11T21:00:00.000Z,2018-03-11T22:00:00.000Z,40.68999
1678,244,2018-03-11T22:00:00.000Z,2018-03-11T23:00:00.000Z,39.64
1679,244,2018-03-11T23:00:00.000Z,2018-03-12T00:00:00.000Z,39.5
1680,244,2018-03-12T00:00:00.000Z,2018-03-12T01:00:00.000Z,39.5
1681,244,2018-03-12T01:00:00.000Z,2018-03-12T02:00:00.000Z,38.6
1682,244,2018-03-12T02:00:00.000Z,2018-03-12T03:00:00.000Z,39.0
1683,244,2018-03-12T03:00:00.000Z,2018-03-12T04:00:00.000Z,36.79999
1684,244,2018-03-12T04:00:00.000Z,2018-03-12T05:00:00.000Z,38.28
1685,244,2018-03-12T05:00:00.000Z,2018-03-12T06:00:00.000Z,43.1
1686,244,2018-03-12T06:00:00.000Z,2018-03-12T07:00:00.000Z,51.11999
1687,244,2018-03-12T07:00:00.000Z,2018-03-12T08:00:00.000Z,52.2
1688,244,2018-03-12T08:00:00.000Z,2018-03-12T09:00:00.000Z,52.2
1689,244,2018-03-12T09:00:00.000Z,2018-03-12T10:00:00.000Z,57.0
1690,244,2018-03-12T10:00:00.000Z,2018-03-12T11:00:00.000Z,54.89999
1691,244,2018-03-12T11:00:00.000Z,2018-03-12T12:00:00.000Z,60.0
1692,244,2018-03-12T12:00:00.000Z,2018-03-12T13:00:00.000Z,55.0
1693,244,2018-03-12T13:00:00.000Z,2018-03-12T14:00:00.000Z,50.0
1694,244,2018-03-12T14:00:00.000Z,2018-03-12T15:00:00.000Z,45.0
1695,244,2018-03-12T15:00:00.000Z,2018-03-12T16:00:00.000Z,47.46999
1696,244,2018-03-12T16:00:00.000Z,2018-03-12T17:00:00.000Z,48.50999
1697,244,2018-03-12T17:00:00.000Z,2018-03-12T18:00:00.000Z,67.9
1698,244,2018-03-12T18:00:00.000Z,2018-03-12T19:00:00.000Z,99.65
1699,244,2018-03-12T19:00:00.000Z,2018-03-12T20:00:00.000Z,60.31
1700,244,2018-03-12T20:00:00.000Z,2018-03-12T21:00:00.000Z,42.77
1701,244,2018-03-12T21:00:00.000Z,2018-03-12T22:00:00.000Z,39.64
1702,244,2018-03-12T22:00:00.000Z,2018-03-12T23:00:00.000Z,36.57999
1703,244,2018-03-12T23:00:00.000Z,2018-03-13T00:00:00.000Z,37.35
1704,244,2018-03-13T00:00:00.000Z,2018-03-13T01:00:00.000Z,36.93999
1705,244,2018-03-13T01:00:00.000Z,2018-03-13T02:00:00.000Z,35.96999
1706,244,2018-03-13T02:00:00.000Z,2018-03-13T03:00:00.000Z,35.61999
1707,244,2018-03-13T03:00:00.000Z,2018-03-13T04:00:00.000Z,36.78999
1708,244,2018-03-13T04:00:00.000Z,2018-03-13T05:00:00.000Z,38.28999
1709,244,2018-03-13T05:00:00.000Z,2018-03-13T06:00:00.000Z,41.15999
1710,244,2018-03-13T06:00:00.000Z,2018-03-13T07:00:00.000Z,46.46
1711,244,2018-03-13T07:00:00.000Z,2018-03-13T08:00:00.000Z,47.50999
1712,244,2018-03-13T08:00:00.000Z,2018-03-13T09:00:00.000Z,47.07
1713,244,2018-03-13T09:00:00.000Z,2018-03-13T10:00:00.000Z,46.95
1714,244,2018-03-13T10:00:00.000Z,2018-03-13T11:00:00.000Z,46.96
1715,244,2018-03-13T11:00:00.000Z,2018-03-13T12:00:00.000Z,47.1
1716,244,2018-03-13T12:00:00.000Z,2018-03-13T13:00:00.000Z,43.96999
1717,244,2018-03-13T13:00:00.000Z,2018-03-13T14:00:00.000Z,43.89999
1718,244,2018-03-13T14:00:00.000Z,2018-03-13T15:00:00.000Z,42.35999
1719,244,2018-03-13T15:00:00.000Z,2018-03-13T16:00:00.000Z,41.85
1720,244,2018-03-13T16:00:00.000Z,2018-03-13T17:00:00.000Z,46.03999
1721,244,2018-03-13T17:00:00.000Z,2018-03-13T18:00:00.000Z,50.92
1722,244,2018-03-13T18:00:00.000Z,2018-03-13T19:00:00.000Z,50.18999
1723,244,2018-03-13T19:00:00.000Z,2018-03-13T20:00:00.000Z,43.90999
1724,244,2018-03-13T20:00:00.000Z,2018-03-13T21:00:00.000Z,42.0
1725,244,2018-03-13T21:00:00.000Z,2018-03-13T22:00:00.000Z,39.46
1726,244,2018-03-13T22:00:00.000Z,2018-03-13T23:00:00.000Z,37.65999
1727,244,2018-03-13T23:00:00.000Z,2018-03-14T00:00:00.000Z,37.03999
1728,244,2018-03-14T00:00:00.000Z,2018-03-14T01:00:00.000Z,38.0
1729,244,2018-03-14T01:00:00.000Z,2018-03-14T02:00:00.000Z,38.7
1730,244,2018-03-14T02:00:00.000Z,2018-03-14T03:00:00.000Z,38.67
1731,244,2018-03-14T03:00:00.000Z,2018-03-14T04:00:00.000Z,37.11999
1732,244,2018-03-14T04:00:00.000Z,2018-03-14T05:00:00.000Z,39.14999
1733,244,2018-03-14T05:00:00.000Z,2018-03-14T06:00:00.000Z,45.27
1734,244,2018-03-14T06:00:00.000Z,2018-03-14T07:00:00.000Z,60.6
1735,244,2018-03-14T07:00:00.000Z,2018-03-14T08:00:00.000Z,64.98
1736,244,2018-03-14T08:00:00.000Z,2018-03-14T09:00:00.000Z,61.99
1737,244,2018-03-14T09:00:00.000Z,2018-03-14T10:00:00.000Z,59.0
1738,244,2018-03-14T10:00:00.000Z,2018-03-14T11:00:00.000Z,55.0
1739,244,2018-03-14T11:00:00.000Z,2018-03-14T12:00:00.000Z,49.57999
1740,244,2018-03-14T12:00:00.000Z,2018-03-14T13:00:00.000Z,48.45
1741,244,2018-03-14T13:00:00.000Z,2018-03-14T14:00:00.000Z,46.99
1742,244,2018-03-14T14:00:00.000Z,2018-03-14T15:00:00.000Z,47.65999
1743,244,2018-03-14T15:00:00.000Z,2018-03-14T16:00:00.000Z,47.77
1744,244,2018-03-14T16:00:00.000Z,2018-03-14T17:00:00.000Z,53.63
1745,244,2018-03-14T17:00:00.000Z,2018-03-14T18:00:00.000Z,62.81
1746,244,2018-03-14T18:00:00.000Z,2018-03-14T19:00:00.000Z,58.07999
1747,244,2018-03-14T19:00:00.000Z,2018-03-14T20:00:00.000Z,45.95
1748,244,2018-03-14T20:00:00.000Z,2018-03-14T21:00:00.000Z,40.93
1749,244,2018-03-14T21:00:00.000Z,2018-03-14T22:00:00.000Z,38.57999
1750,244,2018-03-14T22:00:00.000Z,2018-03-14T23:00:00.000Z,37.74
1751,244,2018-03-14T23:00:00.000Z,2018-03-15T00:00:00.000Z,37.99
1752,244,2018-03-15T00:00:00.000Z,2018-03-15T01:00:00.000Z,37.59
1753,244,2018-03-15T01:00:00.000Z,2018-03-15T02:00:00.000Z,37.56
1754,244,2018-03-15T02:00:00.000Z,2018-03-15T03:00:00.000Z,38.07
